@relation Training-weka.filters.unsupervised.attribute.Remove-R1

@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute class {1,2,3,4,5}

@data
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.05731,0.590888,0.042634,0.149256,0.159911,149,11,148,4,5
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.43593,0.081296,0.023464,0.241509,0.217801,419,11,403,15,5
N+,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.379321,0.265553,0.098675,0.235815,0.020636,83,11,79,2,5
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.228916,0.15347,0.041811,0.311417,0.264387,61,11,59,1,5
P,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.309715,0.178756,0.150081,0.312112,0.049337,195,33,191,1,5
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.188467,0.103442,0.036382,0.445928,0.225782,50,0,49,0,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.103261,0.488919,0.090768,0.146067,0.170985,155,0,150,3,5
P+,AGREEMENT,SUBJECTIVE,82,IRONIC,0.303397,0.42368,0.064573,0.171399,0.03695,80,0,78,1,5
P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.416504,0.225485,0.030745,0.27382,0.053447,147,11,143,2,5
P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.106519,0.551578,0.086047,0.224783,0.031074,58,0,57,1,5
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.07373,0.217863,0.033665,0.493956,0.180785,37,0,34,1,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.57885,0.132994,0.100581,0.169353,0.018222,129,0,128,6,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.189486,0.259935,0.276203,0.238884,0.035492,58,0,57,0,5
P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.105257,0.263452,0.091632,0.149769,0.38989,39,0,38,1,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.494984,0.151457,0.047868,0.212737,0.092955,144,0,138,2,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.492851,0.252467,0.066506,0.145804,0.042371,72,0,71,2,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.47021,0.231826,0.060929,0.11891,0.118125,37,0,36,1,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.114588,0.628935,0.059846,0.098092,0.098539,42,0,41,2,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.244502,0.317865,0.173408,0.235796,0.028429,64,0,60,2,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.25878,0.320003,0.111332,0.216278,0.093607,142,0,139,1,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.416638,0.195872,0.125967,0.183858,0.077665,359,33,353,1,5
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.11013,0.715236,0.0215,0.134594,0.018539,243,11,241,3,5
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.138099,0.357746,0.144291,0.311032,0.048833,259,22,251,8,5
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.138162,0.162076,0.064232,0.589837,0.045694,103,22,100,0,5
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.122056,0.29649,0.071117,0.478983,0.031354,168,11,162,6,5
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.184694,0.384229,0.087364,0.269229,0.074485,58,0,57,1,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.500119,0.225154,0.057161,0.130137,0.087429,72,0,70,2,5
P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.406942,0.151749,0.058354,0.335541,0.047413,140,33,136,5,5
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.197562,0.367867,0.109495,0.243833,0.081244,122,0,121,11,5
P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.018674,0.811355,0.01867,0.104093,0.047209,103,0,101,12,5
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.034558,0.680352,0.103927,0.11798,0.063183,45,0,40,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.18527,0.318844,0.055605,0.216339,0.223941,89,0,87,1,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.115375,0.192573,0.077992,0.384445,0.229616,47,0,46,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.071243,0.417422,0.01242,0.178615,0.320299,186,0,185,2,5
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.467011,0.122671,0.049982,0.136455,0.223881,51,0,50,2,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.015049,0.829198,0.041312,0.09029,0.024151,31,0,30,0,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.337888,0.239419,0.039634,0.295726,0.087333,292,11,282,8,5
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.756031,0.057824,0.027724,0.108559,0.049862,70,0,69,0,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.384906,0.113653,0.042803,0.182017,0.27662,129,11,127,3,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.134297,0.535115,0.064965,0.236956,0.028666,49,0,48,2,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.239957,0.187798,0.063872,0.407823,0.10055,218,0,214,5,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.471672,0.100598,0.069002,0.297494,0.061233,51,11,48,0,5
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.335115,0.188465,0.044152,0.346069,0.086199,136,11,131,7,5
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.201401,0.3466,0.11713,0.239645,0.095224,84,0,82,1,5
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.564487,0.183079,0.062215,0.169197,0.021022,23,0,22,1,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.039944,0.740414,0.023921,0.049401,0.14632,22,0,21,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.202471,0.363733,0.117765,0.181787,0.134245,57,22,54,0,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.095615,0.50292,0.055572,0.161043,0.18485,154,11,143,5,5
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.085292,0.559879,0.122858,0.175699,0.056272,43,0,42,1,5
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.090783,0.392768,0.03828,0.256449,0.22172,47,0,46,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.081975,0.710979,0.034267,0.081881,0.090899,39,0,38,0,5
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.143789,0.553719,0.075098,0.153396,0.073999,149,44,144,8,5
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.258622,0.247755,0.200724,0.231593,0.061306,39,11,36,2,5
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.49154,0.040807,0.098955,0.312153,0.056545,25,0,24,0,5
P,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.378556,0.118493,0.044305,0.446589,0.012056,55,0,54,0,5
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.102035,0.581068,0.06377,0.136012,0.117115,91,22,87,1,5
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.19212,0.395591,0.085578,0.178339,0.148373,41,0,39,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.045347,0.347425,0.053951,0.124696,0.428581,57,0,56,1,5
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.081234,0.560554,0.107979,0.214877,0.035356,57,0,54,1,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.100511,0.514627,0.065195,0.121131,0.198537,137,0,135,3,5
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.074123,0.429408,0.028596,0.420794,0.047079,54,0,50,1,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.074022,0.657063,0.054615,0.158233,0.056067,66,0,65,1,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.118511,0.461249,0.059562,0.219956,0.140722,119,0,117,2,5
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.141189,0.338112,0.055355,0.410746,0.054598,216,55,209,4,5
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.395873,0.122648,0.057591,0.342131,0.081757,106,11,103,7,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.368948,0.240005,0.047095,0.242026,0.101926,156,22,150,2,5
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.138839,0.300849,0.085688,0.379577,0.095047,82,11,80,5,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.145141,0.555979,0.08473,0.186582,0.027567,39,0,36,1,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.384246,0.289841,0.038816,0.190163,0.096933,86,0,85,4,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.219582,0.42371,0.043158,0.239425,0.074124,250,11,247,8,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.096802,0.553508,0.069192,0.237322,0.043176,82,0,78,3,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.322995,0.131877,0.216004,0.161427,0.167697,67,11,65,3,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.11472,0.51709,0.074291,0.2592,0.034699,113,0,112,5,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.170641,0.520329,0.0896,0.192571,0.026859,85,0,83,3,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.107442,0.520617,0.048726,0.134175,0.189038,57,0,56,6,5
P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.103452,0.513976,0.1852,0.184673,0.0127,49,11,47,3,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.096186,0.526886,0.105592,0.214654,0.056682,124,22,121,0,5
P,DISAGREEMENT,SUBJECTIVE,80,IRONIC,0.601722,0.12688,0.040859,0.211283,0.019257,73,11,69,2,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.036636,0.662706,0.019735,0.144229,0.136693,77,0,76,1,5
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.18896,0.262101,0.230277,0.281896,0.036767,69,0,67,0,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.272992,0.151893,0.09186,0.43811,0.045145,82,11,79,5,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.08603,0.542504,0.050464,0.275737,0.045266,81,0,80,1,5
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.261245,0.190125,0.037144,0.34458,0.166906,51,0,48,1,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.171858,0.565136,0.036857,0.19085,0.035301,166,0,162,5,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.228839,0.476609,0.044464,0.180212,0.069876,52,0,51,1,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.314748,0.304782,0.038467,0.291674,0.050329,56,0,55,0,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.033694,0.584199,0.041256,0.094176,0.246674,67,0,66,1,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.689607,0.094723,0.04025,0.151368,0.024052,108,0,107,1,5
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.06456,0.43043,0.316514,0.118765,0.069731,55,0,54,0,5
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.040123,0.281725,0.234129,0.112045,0.331979,98,33,94,2,5
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.367932,0.136794,0.251569,0.214734,0.02897,40,0,39,0,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.105618,0.315226,0.283675,0.169375,0.126106,105,22,100,0,5
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.228624,0.165494,0.176599,0.406584,0.0227,40,0,39,1,5
N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.251647,0.164804,0.024907,0.35421,0.204432,44,0,43,0,5
P+,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.214864,0.427769,0.067394,0.266962,0.023011,27,0,26,0,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.178505,0.447482,0.054103,0.239553,0.080358,68,0,66,2,5
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.126888,0.37936,0.092837,0.2571,0.143815,43,22,39,6,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.223482,0.293186,0.051004,0.374396,0.057932,62,0,61,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.252671,0.260896,0.244276,0.195568,0.046589,46,0,45,2,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.128256,0.272859,0.059065,0.340512,0.199307,61,0,60,2,5
N+,AGREEMENT,SUBJECTIVE,88,IRONIC,0.147459,0.491302,0.060188,0.17622,0.124832,62,0,61,1,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.131237,0.446506,0.09,0.286127,0.04613,108,11,98,5,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.608398,0.067503,0.032066,0.267393,0.02464,160,11,154,7,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.069887,0.550301,0.047649,0.142675,0.189487,45,0,44,1,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.030144,0.805941,0.019394,0.082753,0.061767,75,0,71,4,5
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.196733,0.303303,0.069658,0.309202,0.121105,59,0,57,2,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.274241,0.225901,0.048042,0.18632,0.265495,97,22,94,4,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.522582,0.090952,0.08693,0.260757,0.038779,75,0,73,2,5
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.243606,0.264968,0.200198,0.243396,0.047832,75,11,73,0,5
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.399011,0.166275,0.035258,0.31542,0.084036,34,0,29,1,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.08681,0.456449,0.065018,0.267509,0.124215,122,22,117,2,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.199264,0.111826,0.015927,0.136439,0.536544,102,11,98,7,5
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.105078,0.449182,0.06251,0.272331,0.110898,66,0,61,3,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.017128,0.683264,0.035086,0.052539,0.211982,30,0,29,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.189912,0.275612,0.081771,0.153905,0.298801,79,0,78,2,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.034277,0.706876,0.032278,0.093741,0.132828,42,0,41,0,5
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.265035,0.128408,0.051421,0.478552,0.076585,194,0,134,2,5
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.352976,0.160986,0.078182,0.333475,0.074381,45,0,41,1,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.01751,0.840245,0.02221,0.048188,0.071848,46,0,43,1,5
P,AGREEMENT,SUBJECTIVE,96,NONIRONIC,0.360076,0.444989,0.036706,0.128364,0.029865,74,0,73,4,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.150434,0.397693,0.075903,0.299225,0.076745,182,0,172,8,5
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.273382,0.11662,0.10216,0.437133,0.070705,40,0,38,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.080218,0.785377,0.047811,0.037,0.049594,82,0,80,1,5
P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.134078,0.508044,0.083665,0.195933,0.078281,159,11,157,0,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.475279,0.15941,0.060355,0.282154,0.022801,83,22,79,1,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.510431,0.186611,0.039464,0.216321,0.047173,44,0,41,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.054404,0.701796,0.07659,0.14672,0.020489,49,0,46,4,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.067067,0.565559,0.031972,0.178046,0.157355,40,22,37,0,5
NEU,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.598719,0.079724,0.035848,0.261771,0.023938,58,0,56,2,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.109692,0.550111,0.038882,0.202607,0.098707,50,0,49,2,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.282584,0.254794,0.102053,0.312842,0.047726,34,0,33,0,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.052337,0.726953,0.030562,0.090431,0.099716,103,11,100,2,5
NEU,AGREEMENT,SUBJECTIVE,90,IRONIC,0.448938,0.122266,0.149943,0.264505,0.014348,123,0,120,7,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.183926,0.274978,0.088327,0.141009,0.311759,97,22,94,6,5
P,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.044306,0.166263,0.626748,0.087453,0.075229,161,44,153,3,5
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.434649,0.182106,0.049179,0.270641,0.063424,68,33,62,2,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.060012,0.619286,0.063461,0.193031,0.064209,90,11,82,3,5
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.12396,0.476833,0.047264,0.292201,0.059741,76,0,72,2,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.033808,0.726369,0.032602,0.077675,0.129546,172,11,170,1,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.244694,0.219044,0.052774,0.438104,0.045384,70,0,66,4,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.009101,0.821677,0.016193,0.048956,0.104073,35,0,32,2,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.042966,0.521811,0.0353,0.310877,0.089045,26,0,25,1,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.018796,0.650378,0.03375,0.032816,0.26426,52,0,51,1,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.382796,0.22028,0.064937,0.29463,0.037357,76,0,74,3,5
P+,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.139843,0.301411,0.068467,0.257602,0.232677,37,0,36,2,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.075463,0.431321,0.024251,0.375025,0.09394,106,22,100,0,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.437115,0.071154,0.16959,0.29944,0.022701,92,0,90,4,5
P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.380346,0.291926,0.074961,0.195805,0.056962,44,0,42,1,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.024977,0.847179,0.035623,0.063654,0.028567,76,11,74,2,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.105017,0.458476,0.154299,0.153955,0.128253,97,0,93,1,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.246577,0.217569,0.125879,0.374743,0.035232,109,0,106,5,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.346277,0.233248,0.03263,0.342092,0.045753,53,33,49,0,5
P,AGREEMENT,SUBJECTIVE,88,IRONIC,0.051144,0.636434,0.046923,0.222131,0.043369,31,0,30,0,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.063823,0.62064,0.081026,0.177957,0.056553,166,11,163,2,5
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.434255,0.174954,0.067686,0.237452,0.085653,124,11,121,0,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.166848,0.178901,0.097667,0.329828,0.226757,173,0,172,12,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.177659,0.317904,0.086114,0.388448,0.029875,47,0,43,2,5
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.044698,0.661232,0.033036,0.159333,0.101701,55,0,54,0,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.066497,0.593445,0.026581,0.157048,0.15643,79,11,77,2,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.283537,0.14551,0.056046,0.487216,0.02769,28,0,27,0,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.022023,0.735541,0.034016,0.050416,0.158004,110,0,109,1,5
P+,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.125578,0.337681,0.172737,0.260385,0.103619,58,0,57,1,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.154214,0.462414,0.114702,0.215348,0.053323,31,22,28,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.346353,0.104252,0.069847,0.356611,0.122938,113,0,110,2,5
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.440219,0.133579,0.045485,0.206539,0.174178,46,11,43,4,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.24815,0.274236,0.148566,0.284548,0.0445,61,0,60,3,5
P,AGREEMENT,SUBJECTIVE,86,IRONIC,0.067489,0.46385,0.021761,0.340611,0.106288,43,0,42,0,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.317793,0.277627,0.078887,0.273952,0.051741,89,11,85,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.27689,0.312884,0.070244,0.268152,0.07183,53,0,52,0,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.02123,0.745039,0.028782,0.068305,0.136643,58,22,53,0,5
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.444121,0.223503,0.023181,0.162998,0.146197,95,11,93,3,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.176105,0.396176,0.063436,0.24479,0.119492,76,0,73,1,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.499502,0.227541,0.041618,0.155467,0.075872,61,11,59,0,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.278187,0.248425,0.06897,0.348523,0.055894,60,0,58,1,5
NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.105304,0.505532,0.091244,0.133059,0.16486,34,0,33,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.043337,0.21439,0.02261,0.276813,0.442849,59,0,58,0,5
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.060189,0.683236,0.044257,0.043049,0.169269,156,22,147,3,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.172203,0.522855,0.093103,0.185883,0.025956,85,0,75,1,5
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.028515,0.496823,0.18712,0.062638,0.224905,55,0,54,3,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.387752,0.216764,0.038157,0.293825,0.063502,73,0,72,0,5
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.242277,0.244681,0.041991,0.342273,0.128777,57,0,56,1,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.139624,0.599341,0.067263,0.105475,0.088297,79,0,76,5,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.14768,0.283662,0.109546,0.133004,0.326108,63,0,62,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.078736,0.250739,0.038398,0.316077,0.31605,42,0,41,0,5
P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.012957,0.82445,0.014798,0.053141,0.094654,208,11,199,6,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.185798,0.363449,0.103202,0.308892,0.038659,94,0,93,0,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.176056,0.257393,0.077074,0.42274,0.066736,23,0,22,0,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.037435,0.736254,0.030035,0.108472,0.087804,56,0,55,0,5
P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.142391,0.523286,0.049363,0.213235,0.071725,165,44,160,4,5
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.366696,0.143539,0.13688,0.204231,0.148654,137,11,134,4,5
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.547596,0.149888,0.04972,0.20168,0.051115,47,0,46,0,5
P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.105687,0.463788,0.146178,0.235597,0.04875,33,33,29,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.143405,0.236639,0.066975,0.335521,0.217461,73,11,71,2,5
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.475325,0.171092,0.061557,0.261587,0.030438,50,0,48,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.362076,0.139284,0.072139,0.396393,0.030108,57,11,54,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.17361,0.410754,0.192388,0.204551,0.018697,120,11,117,1,5
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.391607,0.290854,0.065043,0.168137,0.084359,77,0,74,4,5
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.544515,0.153178,0.043981,0.202459,0.055867,87,0,83,1,5
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.426527,0.200913,0.088058,0.195782,0.08872,110,0,108,3,5
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.237526,0.329988,0.062129,0.156539,0.213818,144,0,141,5,5
P+,AGREEMENT,SUBJECTIVE,86,IRONIC,0.253929,0.327412,0.073507,0.232351,0.112801,101,0,99,5,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.458285,0.119284,0.098339,0.301292,0.0228,197,11,192,8,5
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.522631,0.118561,0.074637,0.196978,0.087193,167,33,158,4,5
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.393513,0.152841,0.081811,0.303726,0.068109,82,0,79,2,5
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.434745,0.117435,0.149875,0.213744,0.084201,34,0,33,0,5
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.004634,0.464638,0.009953,0.019009,0.501766,75,0,74,2,5
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.15248,0.517434,0.042281,0.209035,0.078769,47,0,46,0,5
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.130496,0.563208,0.035925,0.14692,0.12345,95,0,91,4,5
