negation_words
0
0
0
0
0
22
0
0
0
0
11
33
22
0
11
11
0
11
0
0
44
22
33
11
0
0
22
0
0
0
0
11
0
11
11
0
33
0
11
11
22
22
33
33
11
22
33
0
22
0
44
11
0
0
11
0
0
11
11
11
0
0
0
0
22
0
0
11
0
0
0
11
11
22
33
0
0
0
11
0
0
0
77
11
0
0
0
0
22
11
11
0
0
22
11
0
0
11
0
22
11
0
0
11
0
11
0
11
0
11
0
0
0
0
11
99
0
11
0
11
0
0
22
0
44
11
11
11
11
11
0
0
22
0
0
0
22
0
11
11
0
11
0
0
0
22
11
11
33
22
11
0
11
0
11
11
0
11
11
33
0
11
0
11
0
0
11
44
0
0
22
22
0
0
11
0
0
88
0
0
11
22
22
0
44
22
0
0
22
11
0
44
11
0
33
0
0
33
11
0
0
11
55
0
121
33
0
22
0
0
22
0
0
0
11
11
0
33
11
0
0
0
0
0
0
0
110
11
11
0
0
0
0
0
33
0
66
33
0
0
22
11
0
0
0
22
11
0
0
11
0
44
0
0
33
11
55
0
22
0
0
44
33
0
0
44
22
0
0
22
0
55
0
0
44
22
0
0
0
88
0
11
77
77
44
22
0
22
0
0
11
44
0
11
11
0
110
66
11
0
33
0
0
0
33
11
66
55
0
0
11
0
0
33
11
0
0
0
0
22
0
0
33
0
22
55
0
11
0
0
0
77
0
44
0
0
0
11
22
11
55
0
99
0
0
33
11
0
22
11
0
22
33
0
0
11
22
0
0
0
0
0
0
0
22
44
0
0
0
11
0
22
33
22
22
0
0
0
11
0
22
11
66
0
11
22
22
0
22
11
11
0
0
0
22
0
0
11
0
0
0
22
66
0
11
0
11
55
55
11
0
0
0
0
11
0
0
11
0
0
22
55
11
0
11
0
0
22
0
22
0
11
0
22
0
11
11
0
22
22
55
0
0
0
22
11
55
11
0
0
22
22
0
11
0
11
11
0
11
0
0
55
0
0
0
0
22
0
0
11
11
22
22
0
22
11
44
0
0
44
0
0
0
11
22
22
11
22
44
11
0
11
0
22
33
0
44
22
0
44
0
0
11
11
22
11
22
0
0
0
22
0
55
0
11
22
0
0
0
55
33
0
0
22
11
33
11
22
0
33
0
0
33
0
55
0
0
33
0
22
11
0
0
0
0
11
11
0
22
22
22
11
22
0
0
0
11
11
22
0
0
22
55
0
0
11
0
33
11
66
11
0
44
11
0
0
0
22
0
0
0
55
22
11
0
44
0
11
33
0
11
11
11
88
0
0
11
0
11
0
0
11
0
22
0
11
0
22
0
0
11
55
0
55
0
11
44
88
0
33
11
77
22
0
22
0
11
33
33
0
22
11
11
0
11
88
66
11
11
0
66
0
11
0
11
0
0
99
0
22
0
22
11
11
11
0
11
0
11
0
11
11
11
99
0
11
0
0
0
66
77
0
0
0
55
0
88
0
0
0
11
0
33
11
0
0
33
33
0
22
44
22
154
11
0
11
33
0
11
110
11
0
121
0
0
0
22
77
0
44
0
22
11
0
176
44
0
0
0
22
88
55
11
77
11
22
0
0
0
0
22
11
110
0
99
0
22
0
22
22
33
22
33
11
0
0
0
33
33
22
11
11
0
11
0
33
33
0
22
22
0
0
11
22
0
0
0
33
0
11
11
0
0
0
22
33
0
0
22
44
33
33
22
0
11
11
11
11
11
0
22
11
11
33
11
22
22
0
11
22
66
0
0
11
0
11
11
0
0
33
0
44
0
11
0
0
0
11
0
0
0
0
11
11
22
11
0
0
0
0
0
0
0
0
0
22
0
11
11
0
11
22
0
0
11
0
22
11
11
0
0
0
11
0
0
0
132
33
0
22
44
44
22
0
0
44
22
0
33
22
0
11
0
121
11
0
0
0
0
0
0
0
0
11
0
22
22
0
0
11
66
0
22
11
0
0
0
66
0
0
0
0
0
11
11
11
0
44
11
22
0
0
0
0
33
0
11
0
0
11
11
11
0
0
0
11
0
0
0
22
0
0
22
11
0
11
0
0
0
0
0
11
0
0
11
121
0
22
22
11
44
22
0
44
0
0
0
0
11
33
0
22
0
0
0
0
11
33
22
0
11
0
66
11
44
11
11
0
0
0
11
0
0
22
0
22
22
66
22
0
22
11
11
11
0
11
0
0
11
11
0
0
11
0
0
0
0
11
0
0
0
11
0
22
0
11
0
0
11
0
0
0
0
0
11
0
0
33
22
0
11
0
0
0
11
33
22
0
0
11
0
11
0
0
33
11
44
0
11
0
22
22
22
0
0
0
0
11
11
22
0
22
0
11
11
0
22
0
0
0
0
0
0
11
0
11
0
22
11
0
33
0
0
0
11
0
11
44
22
11
0
0
11
0
