@relation Training

@attribute id numeric
@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute extraversion numeric
@attribute openness numeric
@attribute agreeableness numeric
@attribute conscientiousness numeric
@attribute class {1,2,3,4,5}

@data
1755,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.408764,0.107213,0.088974,0.312437,0.082613,263,11,258,17,0.527601,0.569906,0.485395,0.477198,4
1756,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.125191,0.600963,0.064917,0.176876,0.032054,191,55,183,6,0.46523,0.584363,0.30843,0.466476,4
1757,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.543004,0.108039,0.055368,0.251791,0.041799,36,0,35,0,0.515018,0.493784,0.44333,0.49559,4
1758,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.185965,0.39362,0.081022,0.136405,0.202988,56,0,55,0,0.576499,0.522903,0.43027,0.443516,4
1759,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.284845,0.293545,0.095529,0.295589,0.030492,78,0,77,2,0.55857,0.467796,0.460404,0.481304,4
1760,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.336155,0.160727,0.074922,0.345148,0.083048,72,11,70,4,0.481618,0.560002,0.428171,0.523181,4
1761,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.657172,0.100167,0.037187,0.081683,0.12379,72,11,70,1,0.456414,0.568905,0.28128,0.560672,4
1762,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.466133,0.182237,0.096053,0.217541,0.038036,89,0,87,3,0.569866,0.539499,0.4381,0.466092,4
1763,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.378872,0.133792,0.225338,0.214787,0.04721,103,11,98,5,0.566303,0.49784,0.554786,0.47476,4
1764,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.563562,0.080435,0.048175,0.290399,0.017428,111,0,109,2,0.440547,0.534293,0.379534,0.504863,4
1765,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.173546,0.234718,0.111971,0.400905,0.07886,50,0,49,4,0.565453,0.567014,0.430887,0.475326,4
1766,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.203027,0.609901,0.050577,0.087286,0.04921,116,0,112,2,0.555623,0.57152,0.483445,0.452638,4
1767,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.065372,0.622092,0.06265,0.104798,0.145089,336,0,329,11,0.595006,0.47049,0.431109,0.530562,4
1768,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.116575,0.156243,0.076242,0.212065,0.438876,128,55,120,1,0.528532,0.493372,0.417676,0.512637,4
1769,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.407479,0.102793,0.026232,0.372098,0.091397,46,0,45,0,0.450532,0.511605,0.42181,0.517496,4
1770,P+,AGREEMENT,SUBJECTIVE,96,NONIRONIC,0.068925,0.659475,0.062687,0.069938,0.138975,90,11,88,3,0.701292,0.579588,0.546267,0.420044,4
1771,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.036081,0.438016,0.356057,0.141856,0.02799,91,0,90,6,0.630463,0.549904,0.573524,0.47538,4
1772,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.152314,0.342576,0.085095,0.246269,0.173747,167,66,158,4,0.593827,0.529425,0.502795,0.477059,4
1773,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.250977,0.282264,0.075855,0.28794,0.102964,98,0,87,1,0.41911,0.563192,0.426873,0.512278,4
1774,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.527958,0.14933,0.060807,0.162639,0.099265,292,0,271,7,0.482769,0.523399,0.380045,0.513066,4
1775,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.27979,0.333273,0.113343,0.200922,0.072672,60,0,59,2,0.443004,0.536423,0.353928,0.548833,4
1776,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.200604,0.180407,0.113976,0.353246,0.151766,150,44,145,0,0.576713,0.483234,0.451006,0.497435,4
1777,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.583352,0.061461,0.075284,0.22158,0.058323,337,77,320,13,0.546402,0.502264,0.55226,0.484789,4
1778,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.279934,0.146015,0.13205,0.356052,0.08595,147,0,146,1,0.411551,0.562707,0.338119,0.506427,4
1779,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.198503,0.369286,0.083167,0.139555,0.209489,117,0,113,5,0.460062,0.474407,0.363272,0.535062,4
1780,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.159334,0.234673,0.05768,0.304478,0.243836,153,0,149,13,0.473096,0.457459,0.531447,0.582231,4
1781,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.377815,0.189486,0.087643,0.306022,0.039034,124,0,123,5,0.422163,0.444157,0.302918,0.594952,4
1782,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.529299,0.145668,0.074062,0.177684,0.073288,39,0,38,1,0.548167,0.550674,0.399206,0.468886,4
1783,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.778748,0.099313,0.012551,0.092182,0.017207,86,22,83,6,0.620797,0.597875,0.388392,0.400413,4
1784,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.513954,0.108346,0.034746,0.217998,0.124956,97,0,94,6,0.440588,0.528365,0.379634,0.508723,4
1785,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.445712,0.114187,0.06554,0.23524,0.139321,50,0,48,0,0.463299,0.536147,0.360652,0.495149,4
1786,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.23262,0.394096,0.092378,0.202129,0.078777,43,0,42,1,0.542311,0.541887,0.522284,0.409574,4
1787,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.20143,0.494443,0.042536,0.217567,0.044025,83,0,80,1,0.536355,0.507359,0.458342,0.511362,4
1788,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.426412,0.095657,0.024782,0.315961,0.137188,65,0,64,0,0.464331,0.607983,0.529772,0.502966,4
1789,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.290078,0.221613,0.026604,0.161366,0.300339,52,0,51,1,0.509312,0.5214,0.401721,0.522299,4
1790,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.04352,0.676816,0.054019,0.075028,0.150616,61,0,58,3,0.58036,0.552264,0.339725,0.498428,4
1791,P+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.191121,0.255688,0.107384,0.344669,0.101139,39,0,37,1,0.575569,0.459862,0.545233,0.49204,4
1792,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.336603,0.233749,0.079193,0.141247,0.209208,87,0,84,2,0.574832,0.510948,0.437809,0.515716,4
1793,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.107138,0.358986,0.078524,0.124038,0.331315,75,0,74,1,0.474225,0.557807,0.47082,0.487597,4
1794,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.344914,0.312449,0.061539,0.233818,0.047281,53,0,51,0,0.58439,0.546005,0.521884,0.46812,4
1795,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.189747,0.21618,0.063239,0.337409,0.193425,49,0,48,0,0.556501,0.458594,0.489229,0.499706,4
1796,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.249091,0.207716,0.079503,0.401525,0.062165,33,11,31,0,0.48589,0.489113,0.549666,0.565988,4
1797,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.096772,0.379561,0.062369,0.357539,0.103759,138,0,135,3,0.513986,0.587008,0.482801,0.496778,4
1798,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.304177,0.28714,0.065691,0.262468,0.080524,111,11,107,4,0.579516,0.611641,0.444819,0.478113,4
1799,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.460479,0.137682,0.135441,0.224558,0.04184,47,0,46,0,0.366241,0.615602,0.307657,0.566039,4
1800,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.642526,0.077504,0.041132,0.167693,0.071144,108,0,106,3,0.596565,0.520644,0.489931,0.482025,4
1801,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.081401,0.676399,0.097179,0.119803,0.025218,149,11,146,3,0.566553,0.454639,0.584917,0.549123,4
1802,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.327973,0.149584,0.096433,0.31603,0.10998,104,22,97,6,0.540442,0.470726,0.442888,0.495444,4
1803,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.856842,0.02821,0.008316,0.097983,0.008649,714,0,549,12,0.538653,0.582166,0.372701,0.449818,4
1804,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.219482,0.264519,0.108638,0.356493,0.050869,74,0,72,3,0.405106,0.542305,0.346068,0.546697,4
1805,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.122936,0.404398,0.094042,0.342615,0.036009,320,33,284,10,0.570614,0.468779,0.496135,0.498844,4
1806,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.405123,0.099125,0.152118,0.307654,0.035981,338,11,285,9,0.569988,0.506446,0.500615,0.469266,4
1807,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.621508,0.070057,0.033328,0.237206,0.037902,326,77,303,7,0.523248,0.515377,0.389395,0.516285,4
1808,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.28204,0.310339,0.156707,0.221369,0.029545,793,99,764,30,0.554841,0.504692,0.468935,0.506747,4
1809,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.521191,0.106807,0.147372,0.199223,0.025407,394,11,373,25,0.497728,0.488187,0.455514,0.535737,4
1810,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.228189,0.249394,0.115322,0.324357,0.082738,525,132,509,18,0.494474,0.586839,0.408894,0.520618,4
1811,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.23902,0.223155,0.13047,0.389548,0.017807,381,44,371,5,0.51007,0.493703,0.442399,0.51662,4
1812,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.030889,0.862534,0.020251,0.045762,0.040565,344,11,337,19,0.541429,0.56271,0.494186,0.496978,4
1813,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.130559,0.538824,0.080493,0.200437,0.049687,138,11,132,4,0.538153,0.503818,0.52017,0.513171,4
1814,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.116138,0.433182,0.043924,0.358312,0.048444,158,33,153,2,0.566994,0.519162,0.527804,0.504096,4
1815,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.193942,0.202383,0.159624,0.319364,0.124687,218,0,165,3,0.535903,0.553544,0.464043,0.449355,4
1816,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.454105,0.165636,0.113536,0.242462,0.024261,428,55,416,10,0.549089,0.499123,0.438178,0.482772,4
1817,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.512499,0.094865,0.040629,0.325164,0.026843,164,0,163,8,0.486383,0.520951,0.365598,0.523307,4
1818,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.055674,0.643406,0.067522,0.14325,0.090148,297,0,293,4,0.450722,0.522116,0.46018,0.53284,4
1819,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.173233,0.312347,0.094948,0.341254,0.078219,115,11,112,2,0.584797,0.49796,0.464778,0.499735,4
1820,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.340224,0.192117,0.102874,0.353029,0.011756,157,33,148,6,0.584669,0.535589,0.408143,0.498947,4
1821,P,AGREEMENT,SUBJECTIVE,80,IRONIC,0.345697,0.190056,0.216261,0.217744,0.030241,496,132,468,13,0.537482,0.469021,0.416482,0.512982,4
1822,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.303101,0.288735,0.108068,0.225845,0.074251,378,22,373,32,0.523101,0.529257,0.437415,0.503149,4
1823,P+,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.122045,0.183877,0.086289,0.423286,0.184502,154,0,153,5,0.581223,0.55247,0.453398,0.474081,4
1824,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.048373,0.177217,0.506558,0.250269,0.017582,86,0,85,4,0.513895,0.478114,0.599631,0.50874,4
1825,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.624274,0.074882,0.039182,0.24708,0.014581,960,0,913,27,0.571892,0.567864,0.483079,0.470264,4
1826,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.31769,0.217566,0.104047,0.317652,0.043045,33,0,32,2,0.486282,0.521974,0.49627,0.517865,4
1827,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.022816,0.525232,0.012515,0.06198,0.377457,94,0,92,2,0.616939,0.464673,0.716137,0.476998,4
1828,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.72291,0.040545,0.03124,0.177107,0.028199,78,11,76,2,0.38885,0.618745,0.330248,0.538886,4
1829,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.346997,0.154798,0.046468,0.266417,0.18532,79,0,78,8,0.502863,0.507142,0.367425,0.523478,4
1830,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.282473,0.075321,0.062612,0.35639,0.223204,38,0,36,2,0.477483,0.483601,0.427507,0.477879,4
1831,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.123316,0.395676,0.075183,0.356424,0.049401,79,11,77,1,0.57134,0.452247,0.600373,0.512624,4
1832,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.440924,0.158055,0.056613,0.29867,0.045738,196,11,193,3,0.5576,0.521735,0.457939,0.474231,4
1833,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.503502,0.131257,0.024762,0.175715,0.164764,56,0,53,3,0.589689,0.510264,0.486455,0.484551,4
1834,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.081316,0.571432,0.105695,0.149996,0.091561,38,0,35,0,0.546564,0.529053,0.563325,0.509333,4
1835,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.149091,0.328125,0.045017,0.215426,0.262342,57,0,55,3,0.511399,0.487361,0.524068,0.500028,4
1836,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.313178,0.302281,0.064138,0.181926,0.138477,60,0,59,1,0.557989,0.565626,0.381404,0.49829,4
1837,P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.103136,0.4696,0.027829,0.234307,0.165128,86,11,81,3,0.549728,0.488965,0.571494,0.476565,4
1838,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.562704,0.077984,0.082746,0.245381,0.031185,265,154,248,1,0.476518,0.587245,0.510959,0.510556,4
1839,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.300627,0.051233,0.040782,0.548084,0.059274,43,0,42,0,0.492842,0.485828,0.424753,0.506709,4
1840,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.367257,0.13411,0.04108,0.300393,0.15716,85,0,63,1,0.553742,0.528229,0.532152,0.503218,4
1841,P+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.603624,0.108681,0.065717,0.19992,0.022058,33,0,32,0,0.424505,0.544257,0.31125,0.54089,4
1842,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.215206,0.36378,0.014074,0.102286,0.304654,48,0,44,2,0.708665,0.544551,0.508325,0.381585,4
1843,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.238044,0.264969,0.073464,0.323523,0.099999,176,0,173,3,0.553237,0.529322,0.484807,0.417986,4
1844,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.171863,0.376367,0.128186,0.220122,0.103462,41,0,40,0,0.632757,0.553528,0.622245,0.387587,4
1845,NEU,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.275081,0.410722,0.0706,0.134234,0.109364,94,0,92,17,0.404668,0.628188,0.440554,0.522352,4
1846,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.154584,0.251556,0.298673,0.207858,0.087329,131,11,128,4,0.486472,0.486799,0.350035,0.541168,4
1847,P+,AGREEMENT,SUBJECTIVE,87,IRONIC,0.50181,0.066544,0.06418,0.255459,0.112007,49,0,48,5,0.460357,0.556555,0.386334,0.516447,4
1848,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.248513,0.261739,0.042631,0.269377,0.17774,33,0,32,3,0.495584,0.493844,0.377559,0.515999,4
1849,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.303646,0.266873,0.169779,0.251174,0.008528,104,0,101,1,0.554211,0.470722,0.446714,0.461041,4
1850,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.204261,0.31883,0.108863,0.277089,0.090957,27,0,26,1,0.617692,0.494544,0.613796,0.477969,4
1851,P,AGREEMENT,SUBJECTIVE,88,IRONIC,0.252872,0.053673,0.023982,0.598585,0.070887,177,0,172,6,0.442116,0.58883,0.396031,0.504175,4
1852,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.678063,0.143948,0.047461,0.112996,0.017531,63,0,62,5,0.481667,0.539641,0.452625,0.480333,4
1853,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.173104,0.40535,0.104514,0.28554,0.031492,89,22,86,0,0.530673,0.437999,0.477622,0.495312,4
1854,P+,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.243751,0.258625,0.058541,0.319816,0.119267,159,0,156,3,0.551578,0.662376,0.416812,0.471417,4
1855,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.664913,0.054291,0.055035,0.189954,0.035807,86,0,84,2,0.486567,0.476064,0.369452,0.549963,4
1856,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.465535,0.145436,0.088302,0.146958,0.153769,423,33,416,18,0.488072,0.608116,0.393877,0.516072,4
1857,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.547063,0.164557,0.042149,0.130922,0.115309,59,11,57,1,0.597491,0.574108,0.431874,0.478803,4
1858,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.382874,0.245555,0.04465,0.257564,0.069358,178,33,173,1,0.445745,0.504416,0.472059,0.553188,4
1859,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.164175,0.152364,0.040312,0.47629,0.166859,176,0,174,5,0.513301,0.538231,0.450462,0.508462,4
1860,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.245743,0.475965,0.038434,0.170558,0.0693,120,0,119,1,0.627997,0.468952,0.558887,0.504473,4
1861,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.326363,0.41243,0.078935,0.124066,0.058205,32,0,31,4,0.572169,0.556478,0.426479,0.526694,4
1862,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.083047,0.075703,0.10028,0.523497,0.217472,94,0,84,6,0.493248,0.492125,0.367223,0.486915,4
1863,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.384461,0.243764,0.075411,0.237426,0.058938,94,0,91,0,0.499262,0.486273,0.435943,0.520454,4
1864,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.214843,0.296558,0.174266,0.245225,0.069108,70,11,68,2,0.630245,0.508143,0.616291,0.477405,4
1865,NEU,AGREEMENT,SUBJECTIVE,90,IRONIC,0.552775,0.070143,0.049751,0.287781,0.03955,44,0,42,1,0.469863,0.500837,0.342325,0.533069,4
1866,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.099768,0.71517,0.044317,0.07127,0.069475,145,0,142,0,0.657844,0.536324,0.532074,0.495258,4
1867,P,DISAGREEMENT,SUBJECTIVE,82,NONIRONIC,0.261037,0.28802,0.061242,0.297587,0.092114,80,0,79,0,0.631161,0.521048,0.59456,0.491758,4
1868,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.633936,0.143875,0.05343,0.128442,0.040317,53,22,48,1,0.642026,0.521879,0.475112,0.490876,4
1869,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.152805,0.0797,0.384883,0.350073,0.032539,145,0,144,5,0.446021,0.499045,0.374243,0.533301,4
1870,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.170986,0.35109,0.094801,0.309491,0.073633,192,22,183,4,0.478638,0.605976,0.528627,0.490746,4
1871,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.404384,0.111901,0.074228,0.350821,0.058666,128,0,117,1,0.393095,0.501012,0.424456,0.581289,4
1872,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.112727,0.567311,0.039553,0.211879,0.068529,87,11,85,5,0.566884,0.499324,0.491913,0.482276,4
1873,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.236901,0.241802,0.071333,0.42816,0.021805,131,22,125,6,0.5119,0.526292,0.477368,0.481503,4
1874,P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.686512,0.051082,0.037022,0.204439,0.020946,55,0,54,3,0.461717,0.476985,0.44305,0.525827,4
1875,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.154193,0.536198,0.019044,0.08394,0.206624,55,0,54,3,0.445496,0.582969,0.477159,0.49007,4
1876,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.382675,0.193752,0.119939,0.170318,0.133317,70,0,69,1,0.628167,0.511642,0.497519,0.469714,4
1877,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.363545,0.069912,0.071321,0.330083,0.165139,40,0,39,2,0.653707,0.50155,0.548881,0.465003,4
1878,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.173374,0.523738,0.061061,0.146287,0.095539,77,11,75,1,0.59907,0.509758,0.437898,0.535529,4
1879,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.262926,0.351666,0.079017,0.176027,0.130364,26,0,25,0,0.43106,0.528848,0.382374,0.5277,4
1880,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.439699,0.143189,0.044116,0.360968,0.012029,248,110,232,13,0.64363,0.459766,0.600267,0.480657,4
1881,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.452293,0.077587,0.050798,0.301302,0.11802,50,0,49,0,0.457695,0.529685,0.43967,0.491536,4
1882,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.76346,0.058538,0.028973,0.10426,0.044769,47,0,45,1,0.571737,0.482984,0.51511,0.462582,4
1883,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.151547,0.238243,0.176443,0.396082,0.037686,67,0,65,2,0.552268,0.561054,0.57192,0.411929,4
1884,P+,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.456788,0.139935,0.072604,0.19259,0.138084,36,11,34,0,0.512459,0.523945,0.37396,0.503479,4
1885,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.191464,0.13806,0.086303,0.256578,0.327596,125,0,123,2,0.512764,0.548935,0.477164,0.455209,4
1886,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.336536,0.187379,0.049253,0.218047,0.208785,35,0,34,3,0.426612,0.542008,0.43257,0.531896,4
1887,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.048854,0.444272,0.145853,0.196897,0.164125,50,0,49,0,0.480483,0.475187,0.582329,0.540793,4
1888,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.138806,0.280179,0.140317,0.216545,0.224154,96,0,94,2,0.35631,0.543133,0.377925,0.536859,4
1889,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.41605,0.176934,0.078296,0.277563,0.051156,32,0,31,0,0.513423,0.545234,0.44502,0.492198,4
1890,P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.089588,0.527959,0.035822,0.172327,0.174304,55,0,54,2,0.647974,0.523531,0.553248,0.388636,4
1891,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.234901,0.291052,0.130351,0.274634,0.069063,62,0,61,1,0.571171,0.561168,0.455118,0.460493,4
1892,P,DISAGREEMENT,SUBJECTIVE,79,IRONIC,0.225011,0.133965,0.049311,0.510532,0.08118,32,0,30,3,0.633424,0.49749,0.482069,0.479092,4
1893,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.141701,0.361359,0.031459,0.134849,0.330632,32,0,31,0,0.549244,0.451991,0.521425,0.566552,4
1894,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.03993,0.800095,0.021993,0.040031,0.097951,54,0,53,0,0.43955,0.48015,0.480751,0.497381,4
1895,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.521539,0.093732,0.056677,0.298902,0.02915,131,22,126,0,0.562226,0.47628,0.34929,0.515178,4
1896,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.639656,0.072809,0.063235,0.19574,0.02856,71,0,60,4,0.540625,0.553626,0.410105,0.471786,4
1897,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.007955,0.064505,0.009488,0.016955,0.901098,65,22,60,2,0.470975,0.567545,0.457021,0.437024,4
1898,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.136986,0.314316,0.083291,0.34718,0.118227,136,0,135,0,0.566576,0.508129,0.39167,0.529575,4
1899,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.404907,0.174524,0.073464,0.149339,0.197767,619,121,600,23,0.582496,0.544778,0.487556,0.507995,4
1900,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.225482,0.313612,0.060334,0.336503,0.064069,126,0,120,4,0.541311,0.510806,0.461091,0.505518,4
1901,P,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.378822,0.320929,0.046506,0.167176,0.086566,105,11,102,7,0.521275,0.492959,0.422399,0.522627,4
1902,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.531232,0.198723,0.04505,0.189696,0.035299,82,0,79,2,0.474429,0.508851,0.419015,0.501496,4
1903,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.35795,0.076783,0.036286,0.419548,0.109433,142,11,138,8,0.513282,0.520309,0.467569,0.481293,4
1904,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.525252,0.149108,0.041901,0.189494,0.094245,151,0,144,3,0.549079,0.483436,0.449849,0.506252,4
1905,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.143048,0.541424,0.040574,0.145534,0.129421,221,11,205,10,0.521561,0.608939,0.550771,0.512234,4
1906,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.780762,0.03415,0.061418,0.109839,0.01383,42,11,40,0,0.387398,0.561822,0.368217,0.541192,4
1907,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.055319,0.532408,0.022069,0.106277,0.283926,183,11,176,2,0.551651,0.524977,0.515005,0.49372,4
1908,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.343861,0.134652,0.251883,0.234856,0.034749,76,11,74,2,0.551028,0.482884,0.452307,0.513643,4
